t;ydata;fitted
505.0;3816285.0;6413543.027478331
506.0;3821013.0;6442047.5332226325
507.0;3823139.0;6470678.486758445
508.0;3827051.0;6499437.037324102
509.0;3835375.0;6528323.359373629
510.0;3843775.0;6557338.034306228
511.0;3853055.0;6586481.6435211
512.0;3861147.0;6615754.768417448
513.0;3868197.0;6645157.990394472
514.0;3871865.0;6674691.890855864
515.0;3877612.0;6704357.052915731
516.0;3889173.0;6734154.06061164
517.0;3901799.0;6764083.49775639
518.0;3913828.0;6794145.955499118
519.0;3924131.0;6824342.023983097
520.0;3932547.0;6854672.294803315
521.0;3937106.0;6885137.368121213
522.0;3942856.0;6915737.840281463
523.0;3956387.0;6946474.313403242
524.0;3970102.0;6977347.394053792
525.0;3984353.0;7008357.685881451
526.0;3995188.0;7039505.801544601
527.0;4005641.0;7070792.3531018365
528.0;4010390.0;7102217.953686259
529.0;4017116.0;7133783.2248248905
530.0;4030681.0;7165488.784324763
531.0;4046112.0;7197335.25673916
532.0;4059081.0;7229323.269652113
533.0;4070295.0;7261453.451349623
534.0;4077640.0;7293726.430054633
535.0;4083151.0;7326142.845513962
536.0;4089476.0;7358703.332225376
537.0;4101931.0;7391408.533423262
538.0;4114856.0;7424259.090644696
539.0;4125878.0;7457255.6488389475
540.0;4134779.0;7490398.856465431
541.0;4142116.0;7523689.365493695
542.0;4145852.0;7557127.83123997
543.0;4150516.0;7590714.909833065
544.0;4160970.0;7624451.26142847
545.0;4171666.0;7658337.550152607
546.0;4181393.0;7692374.443416744
547.0;4188604.0;7726562.611916989
548.0;4196378.0;7760902.7296343
549.0;4199400.0;7795395.472338111
550.0;4203571.0;7830041.515862118
551.0;4215351.0;7864841.541396279
552.0;4227501.0;7899796.2332195025
553.0;4237619.0;7934906.278573064
554.0;4246136.0;7970172.367660604
555.0;4252300.0;8005595.1936765425
556.0;4255388.0;8041175.453741528
557.0;4260187.0;8076913.847908698
558.0;4271734.0;8112811.078941837
559.0;4283378.0;8148867.852653115
560.0;4293807.0;8185084.877903095
561.0;4302661.0;8221462.86660073
562.0;4310273.0;8258002.376814466
563.0;4313384.0;8294704.524818128
564.0;4318355.0;8331569.75493545
565.0;4330258.0;8368598.805829832
566.0;4342640.0;8405792.416164678
567.0;4354158.0;8443151.324603386
568.0;4365107.0;8480676.26982287
569.0;4373789.0;8518367.992175722
570.0;4377845.0;8556227.232844338
571.0;4384616.0;8594254.735987367
572.0;4401631.0;8632451.250342762
573.0;4417708.0;8670817.525145357
574.0;4437280.0;8709354.317119407
575.0;4452425.0;8748062.381717978
576.0;4466157.0;8786942.482581137
577.0;4472730.0;8825995.381963301
578.0;4483203.0;8865221.849796573
579.0;4506415.0;8904622.655911813
580.0;4534452.0;8944198.576637905
581.0;4559120.0;8983950.388949007
582.0;4580663.0;9023878.875655046
583.0;4597550.0;9063984.823223732
584.0;4607208.0;9104269.014800884
585.0;4618021.0;9144732.248233132
586.0;4638419.0;9185375.31997253
587.0;4672368.0;9226199.031718161
588.0;4709488.0;9267204.18398724
589.0;4743490.0;9308391.581277475
590.0;4767033.0;9349762.03206707
591.0;4782546.0;9391316.348814728
592.0;4804378.0;9433055.347959643
593.0;4844054.0;9474979.84992151
594.0;4894250.0;9517090.67911477
595.0;4942890.0;9559388.664734954
596.0;4987971.0;9601874.640655544
597.0;5021469.0;9644549.443462662
598.0;5045076.0;9687413.911367241
599.0;5077124.0;9730468.886772482
600.0;5129950.0;9773715.216724547
601.0;5195321.0;9817153.751698494
602.0;5248291.0;9860785.345950749
603.0;5312215.0;9904610.855425214
604.0;5354942.0;9948631.14811335
605.0;5385585.0;9992847.083776135
606.0;5430911.0;10037259.534328952
607.0;5497795.0;10081869.372564193
608.0;5573756.0;10126677.476485824
609.0;5650170.0;10171684.726045897
610.0;5717295.0;10216892.00755787
611.0;5761696.0;10262300.208761219
612.0;5791060.0;10307910.223802801
613.0;5836813.0;10353722.949659172
614.0;5903999.0;10399739.288782109
615.0;5977208.0;10445960.141625747
616.0;6051560.0;10492386.421316246
617.0;6116070.0;10539019.038659837
618.0;6158125.0;10585858.910154035
619.0;6185961.0;10632906.959854083
620.0;6222020.0;10680164.111406226
621.0;6291621.0;10727631.290409062
622.0;6362232.0;10775309.435467226
623.0;6423520.0;10823199.484261103
624.0;6477217.0;10871302.383182505
625.0;6509863.0;10919619.075102529
626.0;6531606.0;10968150.50769357
627.0;6562429.0;11016897.633429378
628.0;6613730.0;11065861.40958505
629.0;6670407.0;11115042.798237039
630.0;6721375.0;11164442.76626315
631.0;6764188.0;11214062.285344344
632.0;6793536.0;11263902.332393171
633.0;6809622.0;11313963.889635399
634.0;6833050.0;11364247.943028212
635.0;6878709.0;11414755.48037817
636.0;6923636.0;11465487.494235553
637.0;6959067.0;11516444.982614841
638.0;6981281.0;11567628.94767462
639.0;6991381.0;11619040.395988444
640.0;7005289.0;11670680.33523793
641.0;7026369.0;11722549.790734854
642.0;7066412.0;11774649.773203349
643.0;7109182.0;11826981.310242705
644.0;7150422.0;11879545.430846976
645.0;7176814.0;11932343.169117555
646.0;7189329.0;11985375.562688738
647.0;7207847.0;12038643.654646695
648.0;7238408.0;12092148.492913183
649.0;7297320.0;12145891.12906958
650.0;7361660.0;12199872.620266035
651.0;7417995.0;12254094.028398331
652.0;7473884.0;12308556.41919856
653.0;7510436.0;12363260.864251824
654.0;7535691.0;12418208.438713752
655.0;7581381.0;12473400.223882833
656.0;7661811.0;12528837.305829534
657.0;7743228.0;12584520.77332408
658.0;7835451.0;12640451.720823076
659.0;7913473.0;12696631.248396317
660.0;7965977.0;12753060.460113734
661.0;8000122.0;12809740.465861762
662.0;8074527.0;12866672.381325005
663.0;8186850.0;12923857.327656085
664.0;8320386.0;12981296.430000033
665.0;8460546.0;13038990.81628551
666.0;8596007.0;13096941.621010391
667.0;8681447.0;13155149.983668827
668.0;8744840.0;13213617.048745807
669.0;8871795.0;13272343.966300966
670.0;9035795.0;13331331.891345406
671.0;9238931.0;13390581.983810838
672.0;9429079.0;13450095.408680664
673.0;9618245.0;13509873.338993588
674.0;9737215.0;13569916.949291445
675.0;9815533.0;13630227.419578217
676.0;9978146.0;13690805.93549812
677.0;10186644.0;13751653.68778254
678.0;10422764.0;13812771.872250035
679.0;10671602.0;13874161.689806337
680.0;10889417.0;13935824.355938287
681.0;11022590.0;13997761.079865122
682.0;11117857.0;14059973.077397782
683.0;11287428.0;14122461.571211126
684.0;11521678.0;14185227.789178114
685.0;11769540.0;14248272.964369815
686.0;12009712.0;14311598.335055398
687.0;12219501.0;14375205.158812435
688.0;12344661.0;14439094.681338703
689.0;12421126.0;14503268.156068593
690.0;12580343.0;14567726.844153313
691.0;12800315.0;14632472.012105271
692.0;13035941.0;14697504.931798087
693.0;13255989.0;14762826.88046658
694.0;13445094.0;14828439.156367416
695.0;13563126.0;14894343.043943962
696.0;13636993.0;14960539.836147979
697.0;13762895.0;15027030.833954882
698.0;13971947.0;15093817.343880374
699.0;14188269.0;15160900.677980457
700.0;14399012.0;15228282.15385142
