t;ydata;fitted
776.0;82361565.0;88304673.76473631
777.0;82448938.0;88588374.96307342
778.0;82465995.0;88872987.61969605
779.0;82498105.0;89158514.66056573
780.0;82676813.0;89444959.02061586
781.0;82761403.0;89732323.64375164
782.0;82965157.0;90020611.48285018
783.0;83100311.0;90309825.56048965
784.0;83249345.0;90599968.82055163
785.0;83276275.0;90891044.23978916
786.0;83295857.0;91183054.8115674
787.0;83438314.0;91476003.5385005
788.0;83521318.0;91769893.4324516
789.0;83731367.0;92064727.51453285
790.0;83876814.0;92360508.81510535
791.0;83984777.0;92657240.37377921
792.0;83997459.0;92954925.25605859
793.0;84003227.0;93253566.5452446
794.0;84064138.0;93553167.29287823
795.0;84233920.0;93853730.58067146
796.0;84460998.0;94155259.49998105
797.0;84582387.0;94457757.15180844
798.0;84739446.0;94761226.64679982
799.0;84765602.0;95065671.10589226
800.0;84780058.0;95371093.67835449
801.0;84941188.0;95677497.4961751
802.0;85026595.0;95984885.7116968
803.0;85224597.0;96293261.48721029
804.0;85366511.0;96602627.99495421
805.0;85472828.0;96912988.4187409
806.0;85506177.0;97224345.9580294
807.0;85515529.0;97536703.81200077
808.0;85666440.0;97850065.1941711
809.0;85758512.0;98164433.32814658
810.0;85941290.0;98479811.44762342
811.0;86057735.0;98796202.79948014
