t;ydata;fitted
771.0;5739680.0;6053451.455879835
772.0;5739680.0;6070498.506085516
773.0;5745652.0;6087593.562621218
774.0;5745652.0;6104736.760591483
775.0;5745652.0;6121928.235463506
776.0;5745652.0;6139168.123067136
777.0;5745652.0;6156456.559594877
778.0;5745652.0;6173793.681601886
779.0;5745652.0;6191179.626005974
780.0;5752441.0;6208614.530087606
781.0;5752441.0;6226098.531489901
782.0;5752441.0;6243631.769075738
783.0;5752441.0;6261214.386414234
784.0;5752441.0;6278846.518191891
785.0;5752441.0;6296528.3037579805
786.0;5752441.0;6314259.882837317
787.0;5759773.0;6332041.395530261
788.0;5759773.0;6349872.982312721
789.0;5759773.0;6367754.7840361465
790.0;5759773.0;6385686.941927535
791.0;5759773.0;6403669.5975894295
792.0;5759773.0;6421702.892999915
793.0;5759773.0;6439786.970512627
794.0;5772996.0;6457921.973048175
795.0;5775977.0;6476108.051029912
796.0;5779027.0;6494345.342710456
797.0;5782405.0;6512633.992237838
798.0;5782405.0;6530974.144150465
799.0;5789401.0;6549365.94337712
800.0;5791282.0;6567809.53523696
801.0;5792317.0;6586305.065439518
802.0;5797427.0;6604852.680084701
803.0;5802672.0;6623452.525662792
804.0;5802672.0;6642104.749054448
805.0;5814866.0;6660809.497530702
806.0;5821262.0;6679566.918752962
807.0;5823844.0;6698377.167356827
808.0;5823844.0;6717240.387904988
809.0;5833738.0;6736156.728957061
810.0;5843190.0;6755126.340028261
811.0;5852596.0;6774149.371038376
